sample_id,cutting_speed,feed_rate,depth_of_cut,tool_nose_radius,material_hardness,tool_life,cutting_force,surface_roughness,power_consumption,material_removal_rate
5091,76.25,0.151,1.51,0.74,257.7,421.68,614.8,0.0008,0.773,17.54
5092,297.78,0.328,1.18,1.13,276.6,190.14,1018.33,0.0016,5.041,130.97
5093,156.41,0.265,2.34,0.4,292.0,248.12,1910.35,0.0035,4.855,96.75
5094,50.08,0.131,2.51,0.99,190.7,471.46,707.25,0.0006,0.545,16.45
5095,129.52,0.324,2.06,0.65,244.9,237.85,1703.41,0.0034,3.675,81.85
5096,162.69,0.152,1.29,0.45,197.9,344.42,406.85,0.001,1.024,30.86
5097,191.69,0.243,2.33,0.87,274.4,233.95,1629.76,0.0012,5.099,113.5
5098,193.52,0.353,1.03,0.88,224.1,234.54,808.24,0.0027,2.609,72.95
5099,258.08,0.308,2.26,1.17,217.8,195.1,1656.36,0.0014,6.681,178.76
5100,60.11,0.261,2.28,0.74,188.9,325.3,1124.75,0.0025,1.172,37.74
5101,190.11,0.256,0.68,0.9,213.0,303.99,344.85,0.0013,1.227,32.04
5102,169.84,0.144,0.61,0.58,223.1,373.0,200.98,0.0006,0.556,15.87
5103,95.47,0.229,1.61,0.93,230.2,321.44,801.51,0.0015,1.445,34.99
5104,177.37,0.18,1.53,1.0,170.2,310.1,472.91,0.0006,1.384,47.8
5105,97.9,0.119,0.93,1.08,260.2,468.53,299.92,0.0003,0.457,11.89
5106,67.08,0.392,1.44,0.64,193.2,265.02,1034.72,0.0075,1.142,37.41
5107,77.58,0.358,0.77,0.89,170.2,286.48,470.81,0.0042,0.635,21.11
5108,85.95,0.416,1.54,1.04,281.1,251.26,1693.5,0.005,2.385,58.63
5109,62.12,0.281,2.02,0.97,285.2,276.85,1676.91,0.0024,1.641,35.7
5110,145.08,0.291,1.38,0.49,232.7,253.63,989.73,0.0034,2.183,60.93
5111,66.88,0.377,1.91,0.54,168.3,261.37,1153.93,0.0082,1.491,50.24
5112,89.72,0.458,1.65,0.82,281.0,222.81,2105.99,0.0064,3.248,67.84
5113,186.88,0.232,2.71,0.64,227.5,232.64,1498.92,0.0013,4.394,126.41
5114,119.68,0.342,1.45,0.59,286.6,227.27,1440.91,0.0046,2.934,61.06
5115,179.91,0.411,2.27,0.86,248.7,201.83,2262.17,0.0038,6.835,159.59
5116,231.56,0.234,2.49,0.94,244.5,220.57,1473.57,0.0011,5.392,138.79
5117,164.46,0.35,2.9,1.05,194.4,189.3,1853.8,0.0022,5.291,167.47
5118,96.88,0.353,1.51,0.66,248.3,257.23,1381.24,0.0053,2.092,54.15
5119,126.76,0.146,2.2,0.5,219.3,359.24,682.35,0.0009,1.566,40.6
5120,220.11,0.169,2.7,0.8,180.6,253.62,829.05,0.0007,2.946,98.71
5121,106.61,0.213,2.95,0.67,242.4,317.12,1493.93,0.0016,2.858,68.67
5122,237.18,0.424,2.35,0.76,284.4,171.09,2956.61,0.0037,9.762,229.04
5123,115.49,0.438,1.86,1.08,261.8,206.5,2021.99,0.0039,4.258,94.4
5124,259.85,0.406,2.41,0.82,175.4,176.56,1575.1,0.0037,7.185,243.02
5125,245.64,0.379,1.13,1.18,210.5,198.42,933.55,0.0022,3.552,108.29
5126,216.13,0.45,2.5,1.01,174.2,171.26,1828.95,0.0037,7.106,219.85
5127,97.69,0.122,0.67,0.86,176.4,476.74,147.07,0.0005,0.233,8.41
5128,198.94,0.31,2.97,1.04,239.3,188.52,2274.73,0.0017,6.987,193.95
5129,50.01,0.155,0.59,0.53,256.2,518.73,241.13,0.0013,0.189,4.68
5130,126.67,0.494,1.07,1.0,186.2,219.87,973.77,0.0058,2.057,66.58
5131,136.07,0.111,1.39,1.15,191.2,410.5,270.4,0.0002,0.659,20.3
5132,167.69,0.218,2.06,1.16,160.4,258.29,723.17,0.0008,2.019,77.18
5133,115.45,0.186,2.55,0.67,272.1,284.89,1252.12,0.0011,2.484,51.95
5134,145.4,0.102,1.66,0.46,275.5,457.96,468.98,0.0004,1.071,24.69
5135,111.12,0.219,2.1,0.96,200.9,293.44,909.08,0.0012,1.617,51.26
5136,108.22,0.391,2.94,0.96,158.1,209.05,1724.83,0.0036,3.382,126.73
5137,243.64,0.323,2.01,0.6,258.0,216.55,1682.86,0.003,6.814,159.08
5138,92.82,0.451,1.16,0.44,214.6,261.31,1087.51,0.0123,1.795,47.88
5139,129.65,0.337,2.24,0.85,189.7,239.02,1377.36,0.0025,3.363,98.22
5140,92.98,0.323,2.82,0.57,201.9,224.06,1708.2,0.0044,3.075,83.69
5141,89.41,0.479,1.1,0.85,159.1,255.19,805.87,0.0071,1.208,49.13
5142,225.15,0.466,1.98,1.09,183.7,169.6,1711.73,0.0036,6.266,221.67
5143,250.62,0.359,0.97,0.95,159.5,213.35,573.3,0.0022,2.349,88.5
5144,133.11,0.429,2.92,0.67,178.0,187.28,2095.49,0.0057,4.801,168.62
5145,292.51,0.285,0.53,0.78,289.5,270.51,436.58,0.0018,2.039,46.71
5146,241.31,0.268,2.49,0.84,162.4,197.0,1026.5,0.0015,4.619,156.15
5147,222.94,0.126,0.59,0.63,266.1,419.37,175.14,0.0005,0.739,17.44
5148,203.35,0.494,1.81,1.03,212.1,171.52,1959.39,0.0036,6.475,178.49
5149,161.18,0.16,2.68,0.41,281.0,303.74,1232.27,0.0013,3.323,69.87
5150,90.09,0.25,2.61,0.48,290.3,275.34,2058.72,0.0033,2.801,58.34
5151,260.77,0.313,1.63,0.66,173.5,197.95,932.22,0.0025,3.468,134.2
5152,298.18,0.348,1.24,1.08,172.5,209.77,738.85,0.002,3.721,129.62
5153,286.0,0.366,2.01,0.65,241.0,171.14,1747.64,0.0038,8.4,193.05
5154,144.05,0.288,0.74,0.67,274.0,287.2,582.78,0.0023,1.504,31.94
5155,125.61,0.471,0.79,0.42,183.2,212.98,723.31,0.0114,1.455,43.96
5156,86.04,0.325,0.55,0.85,228.3,316.48,403.51,0.0037,0.617,16.62
5157,181.25,0.469,2.86,0.98,286.8,172.02,3822.26,0.0041,11.896,225.75
5158,292.67,0.12,1.17,0.89,264.4,344.45,375.19,0.0003,1.717,43.19
5159,127.01,0.222,1.3,1.11,286.4,319.2,838.4,0.0009,1.77,37.64
5160,61.45,0.176,1.59,1.17,164.2,385.02,476.08,0.0009,0.476,18.08
5161,253.4,0.222,1.41,1.05,155.8,261.55,509.65,0.0008,2.084,80.28
5162,55.39,0.455,2.78,0.93,194.8,251.75,2478.76,0.0066,2.418,74.17
5163,221.59,0.305,1.55,0.93,154.9,210.1,739.58,0.0017,2.802,101.29
5164,243.09,0.384,2.76,0.51,188.9,182.55,1934.49,0.0046,8.183,261.21
5165,291.37,0.44,0.95,0.81,222.9,201.73,919.79,0.0042,4.982,116.65
5166,286.31,0.46,1.83,0.89,277.9,168.08,2388.25,0.0045,10.694,228.36
5167,150.05,0.482,1.59,0.51,151.0,180.47,1165.41,0.009,3.077,118.53
5168,63.97,0.25,2.11,1.12,259.0,327.35,1355.28,0.0017,1.5,33.79
5169,152.28,0.272,1.5,0.45,168.3,251.33,698.32,0.003,1.722,60.53
5170,214.24,0.145,2.78,0.78,294.5,269.19,1241.02,0.0005,4.783,91.2
5171,97.96,0.3,1.54,0.94,157.5,270.1,661.37,0.0027,1.196,42.48
5172,245.93,0.31,1.39,0.7,205.1,199.96,917.27,0.0022,3.811,110.35
5173,252.28,0.35,2.46,0.69,160.8,177.21,1286.86,0.0032,5.655,230.73
5174,217.67,0.321,2.54,1.07,160.2,206.8,1286.24,0.0017,4.158,179.76
5175,116.15,0.432,1.0,0.69,164.3,216.56,735.12,0.0062,1.486,48.97
5176,293.78,0.121,2.46,0.69,173.1,294.89,539.93,0.0004,2.355,88.11
5177,191.76,0.138,1.55,0.81,254.7,333.61,544.77,0.0004,1.641,41.04
5178,238.31,0.363,2.31,0.46,226.5,190.92,1977.29,0.0049,7.71,194.86
5179,180.81,0.201,1.45,0.95,246.8,262.6,696.2,0.0009,2.327,53.3
5180,149.73,0.395,2.75,0.61,186.2,185.05,1839.7,0.0049,4.956,163.82
5181,116.96,0.477,2.44,0.69,264.8,202.51,3349.94,0.0078,5.711,131.6
5182,113.4,0.133,1.68,0.72,150.4,396.38,352.49,0.0006,0.637,26.89
5183,93.24,0.151,1.15,0.62,294.7,413.95,500.71,0.001,0.745,15.32
5184,118.1,0.224,2.39,0.61,270.1,284.27,1387.38,0.0018,3.171,60.77
5185,219.12,0.224,1.35,0.97,291.8,258.86,934.34,0.0009,3.174,66.11
5186,256.29,0.215,1.33,0.95,268.4,279.86,730.39,0.0009,3.308,74.67
5187,279.31,0.427,1.76,0.8,151.3,177.27,1224.46,0.004,5.272,215.97
5188,72.11,0.351,0.75,0.9,229.2,288.49,646.46,0.0039,0.708,18.72
5189,185.2,0.229,2.59,1.2,196.8,269.73,1124.97,0.0008,3.537,118.77
5190,201.33,0.195,2.63,0.54,289.3,258.19,1465.53,0.0013,5.038,95.97
5191,264.76,0.338,1.08,0.85,251.3,214.61,974.38,0.0025,3.984,97.3
5192,237.38,0.49,1.26,0.89,265.3,181.4,1664.06,0.0053,5.854,142.26
5193,171.16,0.364,1.6,0.68,231.0,205.1,1433.11,0.0034,4.027,106.29
5194,78.25,0.316,2.41,0.56,202.2,265.55,1532.62,0.0049,2.042,57.5
5195,221.54,0.297,1.68,1.11,245.5,234.08,1204.23,0.0014,4.532,120.31
5196,85.02,0.411,2.76,0.5,160.1,220.68,1934.77,0.0089,2.832,88.37
5197,190.73,0.164,2.29,0.84,277.1,282.73,958.94,0.0006,3.546,67.12
5198,227.99,0.165,2.99,0.49,241.1,301.82,1239.65,0.0009,4.535,104.14
5199,95.74,0.123,2.03,0.78,212.4,412.66,561.01,0.0005,0.853,22.95
5200,225.25,0.488,2.35,0.84,265.0,163.73,2919.52,0.0052,12.061,235.73
5201,206.75,0.265,1.48,1.07,197.3,231.64,809.77,0.0012,2.654,90.68
5202,58.83,0.373,2.99,1.05,245.2,231.76,2734.77,0.0038,2.778,64.62
5203,149.95,0.186,1.7,0.94,195.4,317.95,650.63,0.0008,1.442,45.25
5204,265.33,0.105,2.29,0.73,257.7,323.53,619.78,0.0003,2.58,63.28
5205,192.17,0.309,1.33,0.96,225.2,234.67,859.82,0.0018,3.061,79.94
5206,71.01,0.112,1.33,1.03,257.6,484.7,408.53,0.0003,0.482,10.21
5207,98.17,0.152,1.41,0.52,225.3,365.47,482.49,0.0011,0.788,21.4
5208,84.41,0.222,2.48,0.65,207.5,295.04,1196.29,0.002,1.613,45.32
5209,165.9,0.428,1.39,0.7,195.2,197.11,1110.29,0.0044,3.353,99.89
5210,154.24,0.36,1.96,0.67,170.6,215.67,1306.92,0.0036,3.262,105.85
5211,80.33,0.314,2.86,0.73,227.3,267.13,1860.03,0.0033,2.697,67.08
5212,174.23,0.398,0.85,0.86,249.3,233.68,754.13,0.0033,2.678,61.84
5213,297.2,0.187,2.72,0.84,217.2,233.69,1059.74,0.0007,5.47,160.03
5214,122.01,0.485,1.04,0.89,214.2,204.47,1080.8,0.0056,2.154,64.25
5215,248.53,0.38,0.82,1.18,178.3,221.55,594.44,0.002,2.284,76.65
5216,269.14,0.233,2.16,1.09,296.0,223.82,1473.47,0.0008,6.901,142.36
5217,189.98,0.36,2.63,0.62,233.3,218.03,2072.54,0.0035,7.024,177.11
5218,293.13,0.405,1.11,0.97,194.6,192.74,891.59,0.0028,4.125,121.5
5219,59.01,0.313,2.69,0.76,206.4,289.92,1712.38,0.0036,1.835,48.62
5220,223.04,0.471,0.56,0.57,255.3,223.07,699.52,0.0075,2.717,58.52
5221,177.64,0.243,0.62,0.78,296.4,290.82,458.38,0.0013,1.229,25.36
5222,267.6,0.489,1.47,0.91,233.5,162.46,1793.35,0.0045,7.339,189.6
5223,196.06,0.119,2.8,0.51,182.0,349.35,609.68,0.0005,1.935,68.12
5224,85.58,0.264,2.95,0.41,225.6,286.18,1820.51,0.0046,2.54,64.02
5225,204.96,0.131,0.62,0.64,290.8,390.98,249.03,0.0004,0.838,17.16
5226,277.5,0.246,2.66,0.98,230.7,212.15,1521.82,0.0011,6.957,193.27
5227,221.74,0.405,0.57,0.74,278.6,216.88,702.3,0.0039,2.305,51.64
5228,88.94,0.39,0.64,0.67,287.7,290.75,723.25,0.0063,0.989,21.39
5229,297.67,0.17,0.97,1.07,270.3,287.93,445.87,0.0005,2.171,49.52
5230,89.6,0.381,2.17,0.47,289.7,240.12,2374.48,0.0082,3.75,68.26
5231,251.85,0.179,2.06,0.85,187.3,258.09,687.29,0.0006,3.015,91.02
5232,116.12,0.499,1.0,0.6,249.9,219.59,1093.18,0.0096,2.423,57.71
5233,292.1,0.248,1.5,0.91,286.1,224.26,1074.01,0.0012,5.391,105.09
5234,118.96,0.129,2.53,0.76,208.6,402.28,642.86,0.0005,1.305,37.84
5235,210.71,0.429,2.32,0.78,234.8,176.42,2123.71,0.0043,8.63,196.28
5236,196.08,0.175,1.52,0.94,194.6,274.43,522.79,0.0006,1.646,50.12
5237,238.63,0.368,1.77,1.18,282.5,199.28,2006.46,0.0022,7.469,153.58
5238,273.98,0.397,0.82,0.96,188.0,206.9,590.93,0.0028,2.719,89.38
5239,184.4,0.216,0.89,1.02,220.6,327.39,439.17,0.0008,1.298,32.72
5240,97.56,0.404,1.3,0.75,263.2,227.98,1507.62,0.0055,2.298,50.99
5241,128.35,0.281,1.81,0.98,285.1,253.88,1576.33,0.0017,3.057,62.65
5242,79.52,0.377,2.77,1.11,199.0,225.06,1993.04,0.0035,2.736,81.57
5243,52.04,0.119,2.25,0.9,291.8,467.96,739.53,0.0004,0.646,14.43
5244,243.32,0.382,2.37,0.95,256.1,197.31,2382.59,0.0025,9.484,215.23
5245,53.48,0.456,1.17,0.44,213.7,249.24,1127.76,0.0152,1.042,26.14
5246,193.6,0.404,2.5,0.96,150.7,175.58,1449.62,0.0031,5.309,185.4
5247,70.37,0.381,0.81,0.75,260.4,287.02,797.24,0.0059,0.962,22.32
5248,271.62,0.136,0.6,0.74,274.2,378.27,220.54,0.0004,1.077,23.35
5249,256.04,0.23,2.59,0.68,243.3,223.68,1409.01,0.0013,5.62,148.66
5250,82.29,0.293,1.78,0.53,176.1,267.71,905.29,0.0045,1.224,43.63
5251,64.25,0.287,0.6,0.68,204.5,384.19,363.26,0.0037,0.371,11.03
5252,256.38,0.247,0.67,0.66,193.0,260.59,326.65,0.0017,1.391,42.84
5253,50.16,0.242,1.42,0.43,272.6,363.83,960.48,0.0046,0.826,17.07
5254,116.12,0.234,2.88,0.45,267.1,275.82,1833.08,0.0027,3.479,74.37
5255,181.51,0.228,1.18,0.89,268.6,278.51,711.66,0.0009,2.097,49.63
5256,257.15,0.435,1.85,0.55,225.1,174.85,1781.8,0.0057,7.351,205.99
5257,247.39,0.355,1.29,0.5,269.7,210.08,1197.53,0.0045,5.309,108.95
5258,295.91,0.437,2.21,1.13,192.8,161.85,1806.44,0.0031,9.104,264.44
5259,179.36,0.294,1.37,0.92,249.2,232.32,1017.06,0.0016,2.952,73.15
5260,214.78,0.422,2.58,0.43,254.6,170.6,2954.33,0.0066,10.09,233.8
5261,87.78,0.248,1.25,0.59,222.6,285.75,679.58,0.0029,0.957,28.4
5262,85.52,0.477,2.08,0.48,244.9,221.06,2374.68,0.0129,3.251,83.95
5263,70.35,0.321,0.93,0.98,238.6,315.97,765.12,0.0029,0.851,20.88
5264,136.72,0.405,1.15,0.97,154.7,218.92,711.42,0.0031,1.51,65.91
5265,161.86,0.234,1.01,0.91,200.1,279.81,462.58,0.0011,1.255,34.47
5266,125.24,0.488,2.45,1.17,206.0,179.69,2267.05,0.0047,5.2,148.93
5267,122.29,0.228,2.24,0.85,223.0,293.6,1160.94,0.0013,2.273,63.56
5268,141.85,0.317,1.64,0.72,257.8,238.55,1296.01,0.0027,3.138,68.82
5269,114.56,0.303,2.93,0.95,191.9,234.71,1595.77,0.002,3.23,100.51
5270,87.1,0.309,2.19,0.87,296.7,242.39,1994.88,0.0029,3.022,55.34
5271,116.97,0.492,1.26,1.18,199.5,202.95,1200.56,0.0045,2.244,70.7
5272,224.23,0.196,2.59,1.07,192.8,260.6,1000.6,0.0006,3.88,121.87
5273,123.33,0.234,0.9,0.72,163.0,310.48,326.97,0.0015,0.694,25.65
5274,180.42,0.446,1.34,0.59,192.8,196.37,1219.65,0.0062,3.349,103.95
5275,201.25,0.294,2.31,0.81,212.9,210.37,1260.23,0.002,4.872,135.61
5276,290.53,0.269,1.56,0.44,283.6,218.01,1166.29,0.0031,5.766,126.45
5277,266.98,0.29,2.45,0.45,216.7,207.14,1390.67,0.0033,6.659,170.92
5278,81.27,0.172,1.94,0.42,240.0,379.96,788.09,0.0021,1.137,26.76
5279,299.17,0.273,1.4,1.1,155.0,212.66,549.84,0.0012,2.781,111.32
5280,59.46,0.267,2.47,1.16,243.6,325.1,1574.2,0.0016,1.612,40.18
5281,175.11,0.486,2.5,0.74,261.1,167.23,3054.99,0.0058,9.813,213.49
5282,263.86,0.33,1.45,0.41,196.7,214.0,980.56,0.005,4.52,112.75
5283,267.71,0.257,2.6,1.07,265.6,192.42,1858.23,0.0011,8.3,175.24
5284,112.42,0.49,1.72,1.15,214.3,190.92,1690.64,0.0048,3.539,93.29
5285,285.42,0.164,1.57,0.5,236.7,309.47,590.86,0.0009,2.85,77.23
5286,173.41,0.263,1.72,0.41,272.3,262.74,1180.29,0.0031,3.442,77.73
5287,99.31,0.14,2.65,0.59,296.3,380.97,1093.98,0.0008,1.757,36.59
5288,182.96,0.369,2.36,0.82,271.9,189.49,2442.42,0.0028,7.122,162.28
5289,182.61,0.34,2.33,0.62,210.2,198.11,1603.25,0.0034,4.969,152.12
5290,214.69,0.498,1.69,0.57,182.5,163.75,1496.92,0.0073,5.811,167.32
5291,133.54,0.296,1.28,1.1,161.0,283.9,611.3,0.0016,1.403,48.9
5292,138.36,0.205,1.4,0.58,194.9,323.02,565.37,0.0014,1.223,38.7
5293,200.17,0.162,1.58,0.85,226.5,279.53,637.41,0.0006,1.888,51.01
5294,63.89,0.443,2.19,1.01,289.3,245.79,2989.07,0.0054,3.142,62.32
5295,105.52,0.184,2.54,0.6,156.2,325.51,779.59,0.0013,1.373,48.35
5296,256.8,0.443,1.97,0.96,189.3,170.11,1579.97,0.0036,6.996,228.24
5297,211.31,0.262,1.53,0.64,215.2,251.22,810.91,0.0019,3.043,77.51
5298,146.2,0.428,2.55,0.67,217.6,184.29,2277.53,0.0054,5.646,162.85
5299,242.04,0.434,1.31,0.59,277.3,166.66,1676.58,0.0055,5.984,137.64
5300,183.77,0.448,1.47,0.54,236.5,208.2,1515.73,0.007,5.128,127.6
5301,194.12,0.444,1.7,0.54,245.2,177.29,1946.55,0.0067,5.797,148.37
5302,166.32,0.361,1.07,0.94,273.0,219.59,1025.67,0.0025,2.717,65.99
5303,141.69,0.378,0.91,0.77,280.7,237.15,939.77,0.0036,1.99,51.41
5304,107.38,0.462,2.0,0.68,299.4,198.14,2679.28,0.0083,4.982,104.23
5305,272.43,0.368,1.16,0.81,247.1,185.75,1068.27,0.0028,4.319,114.66
5306,205.88,0.354,2.93,0.74,229.7,190.3,2246.7,0.0031,7.756,228.38
5307,166.1,0.29,0.9,0.99,150.5,266.66,370.09,0.0015,1.135,45.97
5308,226.69,0.159,2.17,0.95,150.4,278.85,515.19,0.0004,2.037,77.22
5309,170.95,0.113,2.61,0.42,159.2,352.57,488.67,0.0006,1.359,45.94
5310,56.66,0.311,1.62,0.87,288.0,316.5,1366.24,0.0031,1.253,29.19
5311,265.76,0.356,1.65,0.74,268.1,193.87,1614.53,0.0028,7.769,156.96
5312,96.86,0.378,2.07,0.54,217.4,240.0,1734.43,0.0069,2.946,74.85
5313,228.81,0.458,1.45,1.2,171.0,170.19,1196.23,0.003,4.595,156.58
5314,276.95,0.303,1.09,0.95,234.5,220.66,833.67,0.0018,3.724,87.51
5315,293.15,0.358,2.6,0.8,233.2,196.64,2310.25,0.0029,9.54,262.93
5316,109.85,0.269,1.03,0.73,281.2,297.16,796.8,0.0023,1.353,27.92
5317,101.29,0.191,1.68,0.57,187.4,355.52,614.9,0.0016,1.014,31.93
5318,182.98,0.124,2.21,0.71,209.6,327.76,541.48,0.0004,1.796,50.63
5319,194.47,0.204,2.17,1.12,160.4,269.14,668.83,0.0007,2.352,91.03
5320,269.91,0.125,2.76,0.45,193.1,296.89,664.75,0.0006,2.819,94.56
5321,191.72,0.163,0.7,0.8,264.8,354.15,321.27,0.0007,0.96,21.21
5322,187.6,0.339,0.51,0.56,292.5,280.7,511.53,0.0038,1.457,30.37
5323,152.85,0.284,1.33,0.61,243.6,243.42,864.41,0.0025,2.442,60.31
5324,271.7,0.322,1.2,1.09,192.0,199.78,762.77,0.0018,3.43,95.47
5325,298.37,0.109,1.33,1.13,246.4,392.12,395.71,0.0002,1.733,42.77
5326,118.79,0.235,1.7,0.72,228.2,281.23,890.59,0.0017,1.614,49.47
5327,127.5,0.171,2.66,0.56,295.0,282.27,1442.09,0.0011,2.912,59.88
5328,75.51,0.101,0.98,0.55,177.4,619.63,190.68,0.0005,0.23,7.59
5329,171.0,0.367,1.45,1.0,252.4,208.81,1335.18,0.0025,3.773,95.53
5330,83.9,0.402,1.72,0.43,267.3,258.87,1819.34,0.0102,2.627,53.37
5331,186.6,0.135,1.97,1.02,298.0,353.18,761.92,0.0003,2.469,49.73
5332,152.19,0.466,0.99,0.78,235.9,203.46,1032.44,0.0052,2.829,66.59
5333,217.47,0.212,1.08,0.5,157.0,284.77,357.7,0.0016,1.325,48.91
5334,227.01,0.331,2.52,0.49,189.5,197.89,1526.85,0.0041,6.065,178.6
5335,261.57,0.491,0.58,0.91,186.5,180.85,552.14,0.0048,2.261,79.59
5336,89.45,0.334,2.47,1.13,217.9,239.6,1779.39,0.0026,2.889,70.45
5337,51.64,0.487,2.53,0.72,218.6,238.03,2748.24,0.0106,2.556,62.92
5338,66.91,0.178,1.52,0.89,171.7,361.55,451.13,0.0011,0.528,17.72
5339,200.13,0.281,2.3,0.63,231.7,216.32,1388.39,0.0021,5.218,133.53
5340,132.24,0.349,0.95,1.03,192.2,275.01,605.51,0.0025,1.474,39.35
5341,279.63,0.153,2.71,0.97,235.7,282.31,938.95,0.0004,4.907,114.56
5342,236.33,0.358,2.98,1.18,210.0,179.41,2092.64,0.0019,9.382,267.67
5343,212.53,0.487,1.87,1.17,193.6,163.66,1739.63,0.0037,6.725,201.52
5344,289.66,0.25,1.78,1.12,250.9,225.62,1170.78,0.001,5.211,117.81
5345,287.89,0.321,0.98,0.78,227.8,201.96,622.14,0.0024,3.49,93.73
5346,139.02,0.286,1.2,1.17,255.3,249.25,857.57,0.0014,1.895,41.68
5347,262.95,0.492,1.39,0.64,265.5,160.45,1681.07,0.0066,7.723,171.86
5348,50.33,0.477,1.58,0.47,174.7,261.13,1198.04,0.0142,1.173,36.81
5349,145.24,0.315,1.63,0.61,299.6,249.9,1509.55,0.0033,3.775,78.0
5350,53.14,0.238,0.56,0.47,176.8,364.23,236.48,0.0036,0.201,6.88
5351,93.08,0.344,0.61,0.71,284.2,270.88,555.61,0.0039,0.939,18.92
5352,284.1,0.217,1.48,0.87,164.0,246.07,544.64,0.0009,2.402,84.51
5353,223.31,0.238,1.31,0.66,266.7,239.08,776.04,0.0015,3.096,72.77
5354,108.64,0.493,1.12,1.01,247.4,191.59,1303.34,0.0057,2.61,55.33
5355,118.97,0.264,0.8,0.45,231.2,285.53,458.22,0.0034,0.946,22.7
5356,98.34,0.402,0.98,0.5,299.2,235.24,1177.58,0.0081,1.984,38.19
5357,284.58,0.33,0.97,1.08,208.6,217.02,698.91,0.0019,3.036,97.34
5358,284.71,0.324,0.69,0.45,260.7,231.1,611.2,0.0039,2.682,59.67
5359,144.77,0.351,1.21,0.7,204.1,239.66,958.86,0.0034,2.175,65.16
5360,56.54,0.459,1.95,1.14,294.6,253.8,2653.78,0.0052,2.414,50.43
5361,222.17,0.491,1.8,0.99,284.4,162.65,2364.88,0.0043,9.454,207.81
5362,239.63,0.363,0.65,0.54,192.9,233.63,447.01,0.0042,1.848,59.81
5363,112.88,0.116,1.45,0.77,285.7,381.33,482.67,0.0004,1.007,18.56
5364,114.53,0.214,0.51,0.46,176.8,343.7,198.32,0.0023,0.351,12.12
5365,243.22,0.342,1.49,1.19,151.5,205.5,728.99,0.0017,3.015,121.92
5366,217.05,0.261,2.97,0.92,287.6,208.36,2104.56,0.0014,7.891,179.5
5367,299.35,0.448,2.76,0.87,293.5,134.01,3806.32,0.0042,18.96,383.42
5368,209.49,0.391,1.59,0.97,191.5,200.04,1325.64,0.0028,4.305,119.33
5369,265.7,0.122,2.75,0.92,178.4,318.11,589.4,0.0003,2.581,84.75
5370,290.27,0.401,2.79,0.64,162.4,157.84,2072.52,0.0045,9.585,308.15
5371,280.5,0.469,2.51,0.53,172.1,154.77,2196.86,0.0075,9.603,325.53
5372,196.74,0.371,2.01,1.1,245.6,195.43,1854.99,0.0023,5.876,147.28
5373,216.01,0.364,2.18,0.66,296.1,180.01,2418.52,0.0039,7.549,155.51
5374,156.27,0.38,2.33,0.81,261.1,192.78,2324.69,0.0035,5.825,130.86
5375,149.5,0.131,2.47,0.56,174.7,346.09,546.25,0.0006,1.485,51.55
5376,82.33,0.39,1.37,0.77,168.7,242.53,974.63,0.0052,1.366,44.23
5377,188.13,0.274,1.0,0.9,191.3,255.53,509.91,0.0015,1.638,51.99
5378,272.71,0.447,2.93,1.13,295.7,150.55,3855.13,0.0034,19.819,366.43
5379,166.11,0.319,1.83,1.13,284.4,207.8,1634.62,0.0016,4.79,102.21
5380,207.8,0.498,1.34,0.81,296.9,187.75,2120.79,0.0053,6.665,134.3
5381,174.3,0.461,0.77,0.6,171.5,187.19,618.38,0.0066,1.802,64.46
5382,102.4,0.287,0.72,0.82,285.2,310.12,578.15,0.0025,0.977,21.68
5383,80.48,0.272,0.96,1.04,202.7,316.65,549.79,0.0019,0.711,22.47
5384,144.71,0.353,2.13,0.93,191.4,201.1,1381.87,0.0025,3.607,108.87
5385,191.18,0.243,1.84,1.0,234.3,255.42,1027.16,0.0012,3.435,86.68
5386,62.76,0.143,2.21,0.7,192.2,423.02,574.53,0.0009,0.572,19.53
5387,131.25,0.142,2.92,0.95,152.9,337.54,584.05,0.0004,1.306,55.08
5388,64.21,0.229,1.24,0.97,221.2,367.57,578.77,0.0016,0.659,17.82
5389,120.53,0.286,2.88,0.66,192.2,231.83,1563.46,0.0026,3.154,98.24
5390,264.34,0.121,2.28,0.56,151.8,325.32,439.11,0.0004,1.825,68.84
5391,283.13,0.312,2.91,0.68,233.5,181.48,2176.99,0.0024,10.033,255.76
5392,147.92,0.331,1.98,0.97,180.6,196.79,1253.23,0.0022,2.665,100.0
5393,269.19,0.2,2.0,1.1,227.2,244.61,974.7,0.0006,4.005,105.61
5394,258.16,0.117,2.51,0.63,222.5,342.61,661.18,0.0004,2.841,68.5
5395,181.64,0.112,1.11,0.69,198.0,418.46,238.09,0.0003,0.741,20.57
5396,102.49,0.132,1.58,0.76,287.3,410.08,572.77,0.0005,1.009,19.96
5397,140.89,0.406,2.6,0.52,175.2,178.26,1691.4,0.0061,4.479,143.7
5398,201.81,0.358,1.16,0.48,231.5,221.47,969.01,0.0046,3.551,85.44
5399,116.56,0.469,1.57,0.52,171.2,196.34,1185.09,0.0102,2.619,79.04
5400,105.38,0.158,2.14,0.4,286.1,346.22,910.51,0.0014,1.655,36.26
5401,127.86,0.2,1.03,0.84,259.6,350.01,517.4,0.0009,1.205,27.64
5402,101.83,0.253,2.67,0.99,174.4,274.34,1180.78,0.0017,2.033,64.82
5403,145.05,0.133,2.44,1.0,223.5,351.82,665.49,0.0003,1.755,46.3
